stations	X	Y	x	y	01.04.2015	02.04.2015	03.04.2015	01.05.2015	02.05.2015	03.05.2015	01.06.2015	02.06.2015	03.06.2015	01.07.2015	02.07.2015	03.07.2015	01.08.2015	02.08.2015	03.08.2015	01.09.2015	02.09.2015	03.09.2015	01.10.2015
2551018	489983.772272798	7135386.63445718	489.983772272798	7135.38663445718	0	3.7	16.5	36.4	0	114.7	0	98.4	0	86	108.8	24.6	0	8.9	62.6	59.2	0	131.7	91.5
2551019	422841.146575525	7140701.47011077	422.841146575525	7140.70147011077	12.3	39.7	38.6	75.1	0	174.4	0	149.9	28.6	138.5	117.4	15.4	0	19.4	104.8	64.3	11.3	109.5	126.6
2551023	489977.027952662	7144245.96588691	489.977027952662	7144.24596588691	4	12.7	58.6	42	0	133	0	104.5	3.6	109.6	132.5	56.9	0	11.5	68	59	0.8	138.5	94.6
2551024	432749.555508911	7162905.30118406	432.749555508911	7162.90530118406	10.4	12.7	91.8	56.8	0	203.8	0	139.1	29.6	130.2	212.8	20.4	0	16.4	86.6	77.5	9.4	129	148.3
2551025	447840.779640713	7154113.64055236	447.840779640713	7154.11364055236	5.4	11.7	77	77.5	0	126.6	0	164.5	0	155.2	153.3	42	0	0	111.4	41.4	7.7	136.3	128.8
2551026	474890.152075765	7171910.88791076	474.890152075765	7171.91088791076	0	6.1	75.6	45.4	0	51.2	0	99.6	5.4	119.1	131	38.2	0	10	77.6	46	2	105.3	87
2551027	444748.735946625	7174034.89478846	444.748735946625	7174.03489478846	11.7	3.8	90.7	62.4	0	71.2	0	94.6	14	126.4	192.7	18.5	0	12	91	54.6	0	125.4	135.5
2551033	444611.943562086	7207256.23913721	444.611943562086	7207.25623913721	4.7	14.7	17	84.4	0	76.7	0	93	16.3	145.2	169.6	28.8	0	9.1	45.5	48.7	0	73.2	100
2551034	456714.517867195	7201763.59239234	456.714517867195	7201.76359239234	10.9	12.4	47	79.9	0	83.4	0	117.3	8.5	190.9	157.5	38.2	0	12.1	59.8	53.4	0	127.2	130.7
2551035	474827.93082934	7205131.5495094	474.82793082934	7205.1315495094	6.4	9.4	48.3	118.6	0	17.1	0	101.7	9.1	136	138.7	47.2	0	14	40.4	65.1	0	103.4	40.8
2551037	414788.503583612	7146189.48150971	414.788503583612	7146.18948150971	5.3	15	75.1	44.5	0	138.7	0	106.6	22.9	153.1	139.6	129.7	54.3	9.7	130.3	73	10.7	96	118.8
2551038	491952.227527216	7192971.90650873	491.952227527216	7192.97190650873	13.5	5.9	86.5	81.6	0	53.3	0	65.7	4.8	145.9	151.8	34.6	0	5.9	61.2	56.2	0	76.4	54.7
2551039	489932.014681296	7204043.91394303	489.932014681296	7204.04391394303	22.4	8.3	80.5	102.8	0	32.8	0	72.8	5.5	127.4	171.1	19.5	0	14.5	41.9	75.8	2.6	109.4	54.3
2551040	445525.890186776	7230514.44552802	445.525890186776	7230.51444552802	3.4	12.7	52.9	96.3	0	101.1	0	79.8	2.3	165.4	167.1	35.9	0	7	40.6	39.6	2.9	107.2	16.6
2551043	492944.91910431	7218440.96670959	492.94491910431	7218.44096670959	0.1	5	131.1	85.5	0	88.3	0	78.8	5.3	105.4	195.1	37.3	0	6.8	40.1	78.1	0	67.5	56.1
2551047	417610.742248078	7176109.90099924	417.610742248078	7176.10990099924	6.5	5.8	53.5	69.2	0	94.2	0	91.5	11	112.1	151.6	53.5	0	12	63.7	48.1	1.4	129.1	103.3
2552000	308953.522319675	7183861.32531348	308.953522319675	7183.86132531348	28.2	17.1	83.7	62.7	0	101.6	0	95.8	28.5	165.2	135.4	0	0	14.2	56	30	0	147.3	75.3
2552001	306452.612842903	7148369.21432682	306.452612842903	7148.36921432682	14.4	50.1	18	67.2	2	160.2	0	153.6	15.2	137.7	182.7	30.2	0	26.4	49.6	38	12.6	88.2	100.8
2552006	310390.817263075	7224875.00906706	310.390817263075	7224.87500906706	6.4	46.6	14.4	103	0	80.2	0	91.4	20.9	233.1	191.8	35.1	0	21.9	60.6	47.3	2	119.6	127.8
2552010	345973.43787908	7200953.9954129	345.97343787908	7200.9539954129	12.3	14.8	33	79.6	0	84.7	0	82.7	16.2	165	165.1	19.7	0	21.9	73.8	34.8	0	166.5	105.6
2552019	355947.530684643	7209925.53043164	355.947530684643	7209.92553043164	11.1	29.3	3.9	98.9	0	85.9	0	76.3	20	187.5	145	33.8	0	18.3	48.1	60.4	0	145.5	87.5
2552022	397745.171886395	7146068.42086422	397.745171886395	7146.06842086422	10.4	22.2	57.7	49.6	0	166.1	0	182.9	11.2	161.6	178.8	42.1	0	17.8	83	68.3	6.6	139	125.9
2552023	379597.884466754	7156991.74593509	379.597884466754	7156.99174593509	0	0	83.9	56.8	0	164.2	0	78.6	28.7	136.4	153.9	16.4	0	35.4	68.2	83.4	0	180.4	166.9
2552025	388489.575180257	7173683.36411598	388.489575180257	7173.68336411598	0	29.8	55.2	89.9	0	107.1	0	142.5	21.3	199.3	127.2	40.2	0	22.6	118	51	24	166	125.9
2552026	400258.523133109	7212539.31857237	400.258523133109	7212.53931857237	0	31.4	6	99.1	0.2	109.9	0	122.3	14.5	160	144.5	34.9	0	10.2	51.6	59.3	1.3	160.3	86.2
2552029	326629.91019509	7139786.08744941	326.62991019509	7139.78608744941	8.5	14.5	80.9	74.5	0	62	0	157	0	191.1	88.9	10.5	0	15.1	59.2	6.9	37	172.2	136.5
2552030	347678.128900286	7140046.44365256	347.678128900286	7140.04644365256	5.9	41.2	31.2	52.3	0	66.2	0	104.3	13.4	108.6	137.4	57.4	0	5.6	58.7	32.8	15.9	104.2	143.1
2552031	357664.73510889	7143481.45826844	357.66473510889	7143.48145826844	15.2	29.1	54	56.2	0	88.1	0	122.8	15.8	115.2	150.6	10.5	0	11.1	54.5	84.2	6.1	146.4	151
2552033	349531.2214068	7153361.18980293	349.5312214068	7153.36118980293	10.4	34.3	98.8	57.2	0	101.5	0	116.2	12.2	133.4	139.6	27.6	0	12.5	45.7	47.2	2.3	144.9	134.9
2552034	361558.666305763	7154600.17093241	361.558666305763	7154.60017093241	15.4	29.9	107.3	62	2.9	126.6	0	119.9	1.8	168.7	154.9	46.3	0	21	39.9	49.5	0	124.6	126.1
2552036	346214.495092627	7179909.66606996	346.214495092627	7179.90966606996	15.8	19.2	120.4	59.2	0	126.5	0	87.2	17.9	183.4	111.6	36.8	0	23.5	47.4	37.1	0	208	85.7
2552037	359317.929063346	7176730.78707278	359.317929063346	7176.73078707278	17	14	35.3	64	0	97.1	0	87	16.2	131.5	118.7	47.6	0	22	46.5	31.9	5.3	206.1	71.3
2552038	314942.057129216	7187269.13064673	314.942057129216	7187.26913064673	22.3	20.8	83.5	58	0.5	134.1	0	105	27.2	162.8	177	38.9	0	18.5	36.9	27.8	2.4	186.8	96.7
2552039	321939.702069497	7190687.43390074	321.939702069497	7190.68743390074	17.2	19.6	39.7	62.4	0	101	0	82.6	25.2	154	149.8	33.5	0	17.7	47.8	37.2	0	228.8	96.4
2552040	379277.815470242	7192432.40086653	379.277815470242	7192.43240086653	14.7	9.9	66.6	77.6	0	62.8	0	110.7	16.7	173.8	133.5	51.8	0	14.1	82.3	50.1	7.7	113.7	86.6
2552041	387317.358963276	7193609.73299778	387.317358963276	7193.60973299778	10.5	1.9	40.2	49.2	0	97.4	0	133.7	21	194.8	130.5	39.4	0	0	87	42.7	2.2	141.6	109.8
2552042	316745.564922885	7129680.31499029	316.745564922885	7129.68031499029	8	25.1	6.5	78.4	1.3	121.6	0	147.9	10.1	146.5	144.5	35	0	10.6	47.5	42.7	10.4	80.4	170.8
2552043	328750.081797553	7130950.51615375	328.750081797553	7130.95051615375	0	21.5	9.4	56.7	0	90.5	0	176.2	18.2	128.3	121.6	56.4	0	10	60.3	63.5	13.7	93.6	180.7
2552044	342839.260844504	7125587.63570588	342.839260844504	7125.58763570588	9.6	21.9	28.4	62.9	0	119.5	0.8	105.8	13.9	154.4	125.2	43.5	0	10.9	63.9	37.3	17	85.9	198.8
2552045	307375.030694987	7153922.81065795	307.375030694987	7153.92281065795	21.2	39.7	19.3	64.2	0	135.3	0	128	15.3	152.7	117.4	25.9	0	12.3	62	30.2	6.7	125.1	178.9
2552046	302821.367096131	7190420.50575177	302.821367096131	7190.42050575177	13.4	28.8	45.3	70.4	0	138.7	0	95.4	26.3	174	121.9	32.1	0	14.5	43.7	30.6	0	138.3	80.1
2552047	333768.352314251	7210779.22648824	333.768352314251	7210.77922648824	10.7	25.6	40	64.8	6.3	95.2	0	72.7	9.4	186.9	121.4	34.8	0	14.3	44.6	30.3	0	133.6	75.6
2553004	286033.385188547	7170217.41085272	286.033385188547	7170.21741085272	14.3	23.5	39.6	70.6	0.5	89.7	0	102.4	18	160	132.1	21.4	0	11	30.8	40.1	17.5	103.8	88
2553007	268352.40204868	7146647.74783148	268.35240204868	7146.64774783148	26.2	20	10	60	0	83.3	0	140	12.7	149.5	156.8	26.8	0	10	29.3	77.6	0	40	82.5
2553009	212634.381244593	7217620.57442012	212.634381244593	7217.62057442012	14.3	29.2	9.1	113.8	11.2	68	0	73.6	38	183.5	151.6	7.9	0	15.9	36.6	28.5	6.4	77.2	72.4
2553012	251591.25949483	7130824.66367895	251.59125949483	7130.82466367895	18.4	57.7	48.7	84	1.3	112.5	0	151.3	13.5	114.6	198.8	34.3	0	10.9	45.1	47.2	33.6	31.8	81.9
2553014	239332.469177579	7193772.71685127	239.332469177579	7193.77271685127	0	56.4	32.1	96.8	6.7	33.9	0	156	17.4	116	110.3	30.6	0	10.2	36.6	42.8	33.1	35.7	53.5
2553015	222016.518967696	7154623.03549699	222.016518967696	7154.62303549699	17.6	34.4	72.2	95.7	2.2	51.6	0	158.6	11.4	96.4	199.6	27.6	0	9	28.8	18.2	40	31.2	75
2553019	291257.011414264	7222379.29840759	291.257011414264	7222.37929840759	9.3	24.6	13.9	91.2	0	69.3	0	72.7	24.4	176.7	160.5	58.9	0	20.7	52.8	41.5	0	107.5	108.2
2553020	211042.814959155	7197629.98975348	211.042814959155	7197.62998975348	8.2	36.4	10.8	60	0	50	0	80	0	192.2	176.7	14.8	0	16.8	34.4	61.6	13.1	86.3	73.8
2553022	209465.948632944	7224205.46687366	209.465948632944	7224.20546687366	22.2	41.2	7.5	114.2	5.2	102.7	0	71.8	37.8	241	144.2	20.1	0	15.8	51.2	24	8.6	116.4	79.9
2553026	260554.692787479	7189733.78388696	260.554692787479	7189.73378388696	15.6	21.5	24.6	75.2	0	65.8	0	83.4	41.7	144.3	128.9	26.8	0	15.6	37.1	30.5	7.4	82.5	96.3
2553028	241452.778654852	7188271.30767781	241.452778654852	7188.27130767781	16.1	38.1	6.6	87	0	53.6	0	95.4	37.8	156.3	125	22.6	0	12.6	42.5	20	0	102.9	63.7
2553029	243359.931338362	7193850.1148793	243.359931338362	7193.8501148793	19.5	50	3.3	88.5	3	108.3	0	100.8	21.3	159.9	200.3	6.4	0	17.5	42.8	28.6	0	138.8	93.7
2553030	280736.891556787	7186753.83249561	280.736891556787	7186.75383249561	13.2	27.3	50.9	79.6	0	81.1	0	93.3	9	201.1	113	25	0	11.3	37.4	20	6.9	107.1	86.3
2553033	235879.23625958	7215875.17329119	235.87923625958	7215.87517329119	16	34.6	4.1	101	3.2	45.7	0	80.3	24.1	158.4	146.7	37.4	0	14.1	42.9	34	9.8	121.9	119.8
2553035	266095.25445173	7218645.5962608	266.09525445173	7218.6455962608	2.1	18.6	23.4	95.6	0	86	0	82.2	51.7	190	176.7	22.8	0	2.1	39.1	56.1	0	105.9	100.4
2553036	216588.812603614	7126788.90277766	216.588812603614	7126.78890277766	11.7	64	38.7	99.3	0.9	108.3	0	162.5	28	159.9	191	29.8	0	5.5	41.1	19.4	39.9	42.6	74.1
2553037	237628.79852816	7127227.11666777	237.62879852816	7127.22711666777	20.6	30.3	34.9	107.4	9.7	127.4	0	201.4	33.8	169.9	286.8	25.8	0	7.8	53.6	19.1	45.8	46.5	105.6
2553038	233217.144022596	7147093.14039155	233.217144022596	7147.09314039155	17.2	50.5	63.8	82.3	3	77.8	0	174.2	15.9	135.2	191.6	23.8	0	9.9	32.8	26.8	25.8	36.6	82.9
2553039	230985.233872629	7158133.99984239	230.985233872629	7158.13399984239	12.6	37.7	59.5	88.9	0	46.9	0	124.5	19.6	147.8	160	7.3	0	11.1	32.1	134.6	22.9	26.8	78
2553041	293476.705597181	7209116.89497174	293.476705597181	7209.11689497174	13	31.9	40.1	89.3	0	104.1	0	62.6	3.9	151.9	121	38.4	0	14.6	61.7	44	6.1	167.5	99.4
2553046	291616.454069518	7134845.80178823	291.616454069518	7134.84580178823	8.6	12.5	2.5	83.9	1.1	97.3	0	142.8	19.8	153	161.5	16.6	0	11.8	41.8	46.7	9.4	56.4	97.2
2553047	252094.022427249	7157436.79751832	252.094022427249	7157.43679751832	18	27	20	72	11.9	66.2	0	120.1	18	172.9	128.8	33	0	8	16	61	14.7	36.4	82.4
2553052	297272.157145195	7158204.30797907	297.272157145195	7158.20430797907	0	13.8	17.3	63.2	0	84.7	0	90.1	14.1	144.2	210.9	23.9	0	3.5	31.7	35.3	6.7	74.3	77.1
2553059	207642.545967286	7168728.27877624	207.642545967286	7168.72827877624	10.8	82.1	4	86.9	0	42.1	0	122.7	20.1	118.2	146.4	3.5	0	0	18	4.8	0	0.3	88.4
2554006	173873.956619881	7192345.59076806	173.873956619881	7192.34559076806	5.4	43	26.3	94.6	0	54.9	0	73.1	21.7	140.6	98.6	12.9	0	12.5	23.4	19.3	5.7	27.3	60.2
2554012	158011.404715564	7181968.01747838	158.011404715564	7181.96801747838	10.7	55.5	5.7	135.4	6.7	27.1	0	102.6	42.1	86.1	251.2	5.2	0	13.9	28.4	39.5	6	49.1	72.2
2554013	166091.615788425	7181062.57270744	166.091615788425	7181.06257270744	15.4	87.7	33.6	129	9.8	69.6	0	149.1	31	111	180.1	4.5	0	15.2	26.5	21.4	26.7	42.8	66.4
2554018	194169.016707697	7186168.70530443	194.169016707697	7186.16870530443	14	43.1	38.7	96.6	12.3	59.1	0	90.2	20.9	118.9	149.2	18.7	0	13.7	27.9	9.5	51.5	37	65.4
2554020	172169.38518708	7221141.14066828	172.16938518708	7221.14114066828	17	56.2	11	130	9.8	105.3	0	98	32.6	224.9	183.4	19.7	0	8.7	48.8	18.4	12.2	74.9	22.1
2554023	191246.562544977	7226022.65867807	191.246562544977	7226.02265867807	27.6	0	6.7	116.8	6.8	113.3	0	78.3	40.8	200.8	143	26.5	0	19.5	33.4	23.5	55	91	71.1
2554025	157083.416672448	7218550.98861437	157.083416672448	7218.55098861437	27.5	41.4	0	139.9	6.8	48.9	0	75.6	32.5	181.2	141.4	11.9	0	14.7	18.7	33.2	0	46	59.5
2554030	156636.792748712	7196353.98490072	156.636792748712	7196.35398490072	10.9	39	7.4	109.8	8.3	59.6	0	77.5	23.8	143.7	180.4	10.3	0	17.6	36.6	8.6	6.3	49.9	69.3
2649006	618986.571657494	7111590.41178962	618.986571657494	7111.59041178962	0	4.9	26.4	36.4	2.8	126.2	3.5	101.3	1.3	32.3	100	32.4	0	7.3	24.2	60.2	33.8	99.9	107.8
2649018	661932.660581611	7106695.32667441	661.932660581611	7106.69532667441	1.9	15.4	31.1	22.8	12.1	15.3	0	29.5	0	16	24.5	16.6	0	5	6.7	81.2	15	75.4	85.7
2649021	619996.757498367	7112688.83449233	619.996757498367	7112.68883449233	1.9	8.7	22.8	21.4	17.2	106.4	0	101.4	1.1	33.2	94.2	33.8	0	7.7	42.8	62.2	14.3	75.8	91.4
2651000	492009.439720806	7098842.24398152	492.009439720806	7098.84224398152	0	0	37.5	28.5	19.2	105.6	0	93.2	0	60.5	177.1	24.4	0	9.2	50.2	76.3	0	93.7	40.4
2651003	473068.814254955	7081096.75369004	473.068814254955	7081.09675369004	1.1	47.5	15.5	39.1	0	122.5	0	161.4	10.2	91	126.6	55.3	0.9	8.6	49.8	83.2	8.8	60.8	154.8
2651004	478014.665694078	7105470.89877862	478.014665694078	7105.47089877862	0.6	9.5	46.6	38.1	0.1	155.9	0	117.7	5.6	116.5	133.1	54.4	0	7.1	59	87.2	6.7	77.9	114.8
2651005	485992.678488022	7120986.33402836	485.992678488022	7120.98633402836	5	0	49.8	68.5	6.5	95.2	0	114.2	9.1	101.4	179.6	62.8	0	12.3	67.8	75.8	6.5	75.2	166
2651013	470025.076462492	7103239.95090738	470.025076462492	7103.23995090738	7.6	18.9	45.3	71	0	77.7	0	120.1	4	89.5	112.1	44.9	0	12.1	52.5	90.5	2	65	94.1
2651016	479992.921968011	7118763.62332739	479.992921968011	7118.76362332739	8.3	7.1	42.9	43.3	0	161.9	0	157.1	5.6	106.8	132.8	55.8	0	10.8	71.5	82.1	2.7	68.2	172.1
2651020	460019.707965984	7107642.93026782	460.019707965984	7107.64293026782	0	8.7	46.6	39.6	0	111.6	0	133.6	6	106.5	147.3	46.3	0	13	62.5	79.6	2.6	74.4	153.5
2651023	443013.23006587	7110902.0115457	443.01323006587	7110.9020115457	3.7	16.4	46.9	54.7	0	116.6	0	188.8	6.8	107.7	177.3	54.5	0	9.6	58.4	102.8	4.6	72	185.1
2651026	457142.747778193	7071085.7160101	457.142747778193	7071.0857160101	14.1	18.9	21.2	35.3	0	113.2	0	152.6	15.3	94.2	151.2	47.7	0	7.1	47.1	97.2	8.1	85.5	108.8
2651029	443164.435183413	7076569.1201537	443.164435183413	7076.5691201537	0	39.9	11.8	45.4	0	98.1	0	115.5	8.3	105.6	141.5	0	0	0	55.5	99.9	4.5	129.2	115.5
2651035	413204.952727009	7083047.24459109	413.204952727009	7083.04724459109	13.2	24.2	16.3	60.7	22.4	148.7	0	184.1	18.3	110.8	109.1	86.5	0	10	58.9	94	16.6	93.5	135.7
2651043	402322.99899688	7070784.93225353	402.32299899688	7070.78493225353	18.6	28.4	36.6	59.6	5.2	206.2	0	166	3.8	88.8	158.4	52	0	10.8	46	103.6	20	110.4	159.6
2651051	408980.998158524	7116246.39851743	408.980998158524	7116.24639851743	14	37.9	53.3	49	0	112.8	0	154.4	5.5	109.2	131.6	52.3	0	11	65.5	88	13.2	104.7	235.7
2652007	336901.234606914	7119975.55504561	336.901234606914	7119.97555504561	3.1	28.6	24.7	68.4	0	150.5	0	133.2	13.1	142.6	184.5	10.2	0	10.2	52.7	43.8	18.9	82.8	118.3
2652009	319918.198506074	7117536.4411639	319.918198506074	7117.5364411639	8.7	19.8	6.1	78.8	2.6	124.8	0	152.5	0	133.3	205.2	42.4	0	9.7	52.9	30.7	25.5	70.5	102.3
2652010	400329.469241267	7070769.5718606	400.329469241267	7070.7695718606	22.7	45.4	13.3	49.7	3.5	168	0	170.3	17.3	68.4	155.2	49.5	0	6.3	48.5	62.2	2.7	97.1	133
2652011	343334.613258084	7084602.06846964	343.334613258084	7084.60206846964	10.2	64.1	3.8	67.3	2.7	142.9	9.8	161.4	26.3	98.4	155.9	53.7	0	10.9	86.5	73.3	36.3	92.8	103.5
2652013	332183.51144339	7097757.10319382	332.18351144339	7097.75710319382	11	52.4	11.7	71.2	3.2	128.4	0	153.3	22	110.3	150.3	47.4	0	10	63.6	81	0	52.5	103.5
2652015	370202.181333687	7092655.29019275	370.202181333687	7092.65529019275	12	50.8	2	53	5	155	0	134	14	91	117.5	62	0	10.5	67	62.3	15	90.3	150.1
2652022	357025.491519975	7110241.20579484	357.025491519975	7110.24120579484	16.1	33.2	30.5	68.2	8.7	165.2	0	186.5	15.4	147	161.8	57.2	0	9.3	78.2	81.2	3.5	93.4	129.7
2652023	400243.415702266	7081845.62775552	400.243415702266	7081.84562775552	10.3	34.8	40.9	62.8	3.7	158.4	0	155.1	15.6	85	125.6	68.1	0	9	51.4	84.3	16.3	81.8	116.4
2652025	357110.812715745	7102487.49505831	357.110812715745	7102.48749505831	10.7	34.7	9.4	72.2	1.5	103.6	0	150.5	22.3	99.6	136.5	43.6	0	10	81.2	89.3	34.1	69.1	99
2652027	382033.491083521	7109384.31493904	382.033491083521	7109.38431493904	20.4	29.2	75.9	74.8	1	120.5	0	188.6	10	110.5	115.4	57.4	0	9.5	90.2	82.3	9.2	109.8	148.5
2652032	347974.108044378	7114569.9543043	347.974108044378	7114.5699543043	8.7	48.9	22.1	65.4	6	159.5	0	175.6	14.7	122.7	136.5	58.9	0	9.5	61.8	41	16.5	98.3	128.6
2652033	340176.079399451	7097858.24393805	340.176079399451	7097.85824393805	13	30.6	35.1	68.1	19.4	123.6	0	149.4	25.5	94.8	138.4	37.2	0	10.1	69.6	62.3	15.7	54.4	81.7
2652035	332025.858943241	7109942.42511683	332.025858943241	7109.94242511683	14	22	9.8	70.2	0.8	141.8	0.2	146.2	2.8	105.2	155	48.3	0	10	60.2	44.3	15.1	83.6	102.6
2653009	256848.57168095	7117621.9359736	256.84857168095	7117.6219359736	25.6	40.5	31.1	131	0	142.9	0	177.6	23	146.7	172.3	28.4	0	10.1	50.1	65.7	17.2	78.9	92.8
2653012	292951.916323303	7113811.8792776	292.951916323303	7113.8118792776	11.7	24.2	21	85.6	4.2	153.1	0	141.2	4.3	101.2	176.4	46.5	0	9.2	69.6	69.7	35.4	29.2	106
2653014	235005.943428797	7108327.60361404	235.005943428797	7108.32760361404	27	52.6	7.6	88	8.1	157.1	0	167.8	23.3	158.8	221.9	36.5	0	8.4	49.5	42.2	42.3	55.4	79.2
2653016	263895.530342023	7115534.53913032	263.895530342023	7115.53453913032	23	17.5	38.3	77.2	1	120.8	0	154	14.1	88.4	261.5	40.1	0	9.2	52.3	67.6	26.4	42.6	97.4
2653017	253992.040435246	7109809.09045294	253.992040435246	7109.80909045294	42.4	53	6.4	75.5	27.5	144.2	0	183.9	5.2	148.5	232.1	34.3	0	7.1	51.9	63.6	24.3	41.1	59.9
2653019	280226.498388254	7096979.25542486	280.226498388254	7096.97925542486	15.4	27.3	12	77	2	176.5	0	164.2	23	130.5	234.7	37	0	6.7	58.4	71.5	30.7	58.1	118
2653020	262137.239557518	7102201.61141182	262.137239557518	7102.20161141182	25.6	33.6	4.3	77.2	2	153.4	0.8	111	15.7	158	257.4	24	0	9.2	56.9	55.2	26	56.6	88
2653021	252224.002680035	7097581.99841447	252.224002680035	7097.58199841447	18.2	35.8	10.9	88.3	10.9	198.8	0	219.5	23.5	199.6	276.6	28.2	0	10.4	42	75.4	51.3	64.5	98.2
2653022	298195.474568692	7098380.0349476	298.195474568692	7098.3800349476	19.7	49	3.6	83.8	9	138.8	0	131.1	28.3	111.8	252.7	25.4	0	9.7	68.3	90.7	42.8	71.1	81
2653023	287166.691862693	7100419.94896541	287.166691862693	7100.41994896541	9.3	39.8	0	77	0	146.7	0	172.1	31.6	136.9	226	43.1	0	6.2	69	75.1	48.8	63.2	94.2
2653024	298074.773680367	7106135.25407271	298.074773680367	7106.13525407271	13	0	40.5	66	0	114.2	0	147.8	0	125	186.2	22	0	10	83.7	50.4	15.2	50.6	84.8
ECMWF1	320970.013820956	7427725.38105115	320.970013820956	7427.72538105115	11	34	29	61	6	80	1	26	12	105	36	8	0	2	36	167	2	93	132
ECMWF2	321305.607023802	7400040.22659616	321.305607023802	7400.04022659616	24	35	39	56	7	70	1	28	10	102	59	18	0	2	47	139	0	96	146
ECMWF3	321644.594724486	7372354.26697182	321.644594724486	7372.35426697182	45	31	43	52	6	53	0	27	12	121	58	28	0	1	46	138	0	119	132
ECMWF4	194185.161406189	7370225.01742468	194.185161406189	7370.22501742468	25	40	18	45	7	56	1	37	15	106	83	12	0	2	54	182	1	75	124
ECMWF5	321986.970746778	7344667.49561165	321.986970746778	7344.66749561165	26	32	46	54	4	53	0	33	18	131	59	30	0	2	39	155	1	110	138
ECMWF6	448758.781655295	7456392.87444462	448.758781655295	7456.39287444462	9	13	8	96	7	60	3	19	34	62	30	3	0	1	22	198	3	64	138
ECMWF7	448853.638025749	7428716.77497807	448.853638025749	7428.71677497807	9	17	9	64	7	81	0	21	28	80	26	4	0	1	29	186	1	96	127
ECMWF8	219150.459417363	7398439.69174523	219.150459417363	7398.43969174523	35	25	31	50	5	72	1	34	12	113	50	20	0	2	48	144	1	80	118
ECMWF9	448949.465692509	7401039.801692	448.949465692509	7401.039801692	11	19	11	78	5	75	0	22	24	89	38	8	0	1	37	182	3	77	149
ECMWF10	219683.651216475	7370740.75970427	219.683651216475	7370.74075970427	34	40	33	58	5	62	0	34	15	156	85	18	0	2	67	217	2	79	146
ECMWF11	220222.170067951	7343041.13858918	220.222170067951	7343.04113858918	35	55	32	62	3	61	0	41	22	158	140	11	0	2	67	220	4	91	137
ECMWF12	346265.425863041	7455693.8139859	346.265425863041	7455.6938139859	17	28	49	63	3	68	1	20	14	71	31	4	0	1	30	182	1	81	132
ECMWF13	346550.11399844	7428011.84348901	346.55011399844	7428.01184348901	16	41	34	62	6	83	1	24	16	97	30	10	0	1	34	159	2	109	154
ECMWF14	346837.716677227	7400329.05269133	346.837716677227	7400.32905269133	24	37	53	61	8	63	0	25	10	107	42	19	0	2	46	136	2	102	166
ECMWF15	347128.228667181	7372645.4347861	347.128228667181	7372.6454347861	33	38	36	56	12	58	0	24	12	119	58	24	0	1	41	141	1	134	166
ECMWF16	347421.644681849	7344960.9830284	347.421644681849	7344.9609830284	24	34	41	52	7	62	0	26	15	133	82	29	0	2	40	162	1	135	181
ECMWF17	243739.306588707	7454294.81363173	243.739306588707	7454.29481363173	9	13	21	46	4	81	1	38	10	90	36	10	0	0	26	162	1	72	127
ECMWF18	244214.183886691	7426601.09782564	244.214183886691	7426.60109782564	21	17	22	42	5	70	0	23	8	92	50	16	0	0	34	134	2	87	106
ECMWF19	244693.920937735	7398906.66892623	244.693920937735	7398.90666892623	22	21	38	47	4	72	0	25	12	142	68	22	0	1	54	142	1	90	139
ECMWF20	245178.508960508	7371211.52101322	245.178508960508	7371.21152101322	16	38	41	56	3	57	0	30	14	146	78	23	0	1	65	218	2	72	142
ECMWF21	245667.939083001	7343515.64822003	245.667939083001	7343.51564822003	22	43	47	58	3	58	0	42	19	161	102	18	0	2	60	221	3	76	135
ECMWF22	474426.987754108	7428782.84722869	474.426987754108	7428.78284722869	9	15	9	57	5	77	1	21	33	78	13	4	0	1	29	199	4	63	109
ECMWF23	371890.982869963	7455934.14906916	371.890982869963	7455.93414906916	22	30	31	69	3	68	1	23	22	62	27	4	0	0	27	162	1	75	127
ECMWF24	372128.188881252	7428254.19686115	372.128188881252	7428.25419686115	23	34	30	75	6	84	1	21	19	89	32	8	0	1	36	167	1	109	152
ECMWF25	372367.823491235	7400573.4059489	372.367823491235	7400.5734059489	23	34	28	72	8	71	0	24	14	90	43	15	0	1	37	141	1	114	182
ECMWF26	372609.882344959	7372891.76937329	372.609882344959	7372.89176937329	30	36	30	61	11	53	1	25	14	111	46	28	0	1	37	148	2	128	178
ECMWF27	372854.361042303	7345209.28023846	372.854361042303	7345.20928023846	27	28	43	53	6	48	0	27	15	130	72	33	0	1	42	150	0	128	182
ECMWF28	269802.386612874	7427020.03583273	269.802386612874	7427.02003583273	11	21	27	50	6	77	0	30	8	84	46	22	0	1	35	151	3	91	115
ECMWF29	270234.043242697	7399329.06242294	270.234043242697	7399.32906242294	19	22	35	50	5	73	1	24	11	117	64	26	0	1	50	140	2	107	133
ECMWF30	270670.065180814	7371637.33788546	270.670065180814	7371.63733788546	19	36	52	58	4	56	1	30	14	142	68	29	0	1	60	194	2	78	142
ECMWF31	271110.444458793	7343944.85609295	271.110444458793	7343.94485609295	11	41	41	53	3	50	0	41	18	156	82	22	0	1	52	208	1	82	139
ECMWF32	397514.833631376	7456130.7611091	397.514833631376	7456.1307611091	17	19	15	75	6	72	2	19	26	55	23	2	0	0	22	158	1	73	108
ECMWF33	397704.57612321	7428452.46013314	397.70457612321	7428.45246013314	16	29	20	81	7	78	2	23	18	81	26	7	0	1	37	152	3	112	144
