stations	x	y	yield	01_04_2015	02_04_2015	03_04_2015	01_05_2015	02_05_2015	03_05_2015	01_06_2015	02_06_2015	03_06_2015	01_07_2015	02_07_2015	03_07_2015	01_08_2015	02_08_2015	03_08_2015	01_09_2015	02_09_2015	03_09_2015	01_10_2015
2553015	222.016519	7154.623035	6.2	17.6	34.4	72.2	95.7	2.2	51.6	0	158.6	11.4	96.4	199.6	27.6	0	9	28.8	18.2	40	31.2	75
2553019	291.2570114	7222.379298	6.45	9.3	24.6	13.9	91.2	0	69.3	0	72.7	24.4	176.7	160.5	58.9	0	20.7	52.8	41.5	0	107.5	108.2
2553020	211.042815	7197.62999	7.2	8.2	36.4	10.8	60	0	50	0	80	0	192.2	176.7	14.8	0	16.8	34.4	61.6	13.1	86.3	73.8
2553022	209.4659486	7224.205467	7.44	22.2	41.2	7.5	114.2	5.2	102.7	0	71.8	37.8	241	144.2	20.1	0	15.8	51.2	24	8.6	116.4	79.9
2553026	260.5546928	7189.733784	6.82	15.6	21.5	24.6	75.2	0	65.8	0	83.4	41.7	144.3	128.9	26.8	0	15.6	37.1	30.5	7.4	82.5	96.3
2553028	241.4527787	7188.271308	6.7	16.1	38.1	6.6	87	0	53.6	0	95.4	37.8	156.3	125	22.6	0	12.6	42.5	20	0	102.9	63.7
2553029	243.3599313	7193.850115	6.7	19.5	50	3.3	88.5	3	108.3	0	100.8	21.3	159.9	200.3	6.4	0	17.5	42.8	28.6	0	138.8	93.7
2553030	280.7368916	7186.753832	7	13.2	27.3	50.9	79.6	0	81.1	0	93.3	9	201.1	113	25	0	11.3	37.4	20	6.9	107.1	86.3
2553033	235.8792363	7215.875173	7.19	16	34.6	4.1	101	3.2	45.7	0	80.3	24.1	158.4	146.7	37.4	0	14.1	42.9	34	9.8	121.9	119.8
2553035	266.0952545	7218.645596	7.07	2.1	18.6	23.4	95.6	0	86	0	82.2	51.7	190	176.7	22.8	0	2.1	39.1	56.1	0	105.9	100.4
2553036	216.5888126	7126.788903	4.8	11.7	64	38.7	99.3	0.9	108.3	0	162.5	28	159.9	191	29.8	0	5.5	41.1	19.4	39.9	42.6	74.1
2553037	237.6287985	7127.227117	4	20.6	30.3	34.9	107.4	9.7	127.4	0	201.4	33.8	169.9	286.8	25.8	0	7.8	53.6	19.1	45.8	46.5	105.6
2553038	233.217144	7147.09314	6.2	17.2	50.5	63.8	82.3	3	77.8	0	174.2	15.9	135.2	191.6	23.8	0	9.9	32.8	26.8	25.8	36.6	82.9
2553039	230.9852339	7158.134	6.2	12.6	37.7	59.5	88.9	0	46.9	0	124.5	19.6	147.8	160	7.3	0	11.1	32.1	134.6	22.9	26.8	78
2553041	293.4767056	7209.116895	6.7	13	31.9	40.1	89.3	0	104.1	0	62.6	3.9	151.9	121	38.4	0	14.6	61.7	44	6.1	167.5	99.4
2553046	291.6164541	7134.845802	5.2	8.6	12.5	2.5	83.9	1.1	97.3	0	142.8	19.8	153	161.5	16.6	0	11.8	41.8	46.7	9.4	56.4	97.2
2553047	252.0940224	7157.436798	6.1	18	27	20	72	11.9	66.2	0	120.1	18	172.9	128.8	33	0	8	16	61	14.7	36.4	82.4
2553052	297.2721571	7158.204308	6	0	13.8	17.3	63.2	0	84.7	0	90.1	14.1	144.2	210.9	23.9	0	3.5	31.7	35.3	6.7	74.3	77.1
2553059	207.642546	7168.728279	5	10.8	82.1	4	86.9	0	42.1	0	122.7	20.1	118.2	146.4	3.5	0	0	18	4.8	0	0.3	88.4
2554006	173.8739566	7192.345591	6.69	5.4	43	26.3	94.6	0	54.9	0	73.1	21.7	140.6	98.6	12.9	0	12.5	23.4	19.3	5.7	27.3	60.2
2554012	158.0114047	7181.968017	6.45	10.7	55.5	5.7	135.4	6.7	27.1	0	102.6	42.1	86.1	251.2	5.2	0	13.9	28.4	39.5	6	49.1	72.2
2554013	166.0916158	7181.062573	6.69	15.4	87.7	33.6	129	9.8	69.6	0	149.1	31	111	180.1	4.5	0	15.2	26.5	21.4	26.7	42.8	66.4
2554018	194.1690167	7186.168705	7.2	14	43.1	38.7	96.6	12.3	59.1	0	90.2	20.9	118.9	149.2	18.7	0	13.7	27.9	9.5	51.5	37	65.4
2554020	172.1693852	7221.141141	7.19	17	56.2	11	130	9.8	105.3	0	98	32.6	224.9	183.4	19.7	0	8.7	48.8	18.4	12.2	74.9	22.1
2554023	191.2465625	7226.022659	5	27.6	0	6.7	116.8	6.8	113.3	0	78.3	40.8	200.8	143	26.5	0	19.5	33.4	23.5	55	91	71.1
2554025	157.0834167	7218.550989	6.7	27.5	41.4	0	139.9	6.8	48.9	0	75.6	32.5	181.2	141.4	11.9	0	14.7	18.7	33.2	0	46	59.5
2554030	156.6367927	7196.353985	6.32	10.9	39	7.4	109.8	8.3	59.6	0	77.5	23.8	143.7	180.4	10.3	0	17.6	36.6	8.6	6.3	49.9	69.3
2649006	618.9865717	7111.590412	0	0	4.9	26.4	36.4	2.8	126.2	3.5	101.3	1.3	32.3	100	32.4	0	7.3	24.2	60.2	33.8	99.9	107.8
2649018	661.9326606	7106.695327	0	1.9	15.4	31.1	22.8	12.1	15.3	0	29.5	0	16	24.5	16.6	0	5	6.7	81.2	15	75.4	85.7
2649021	619.9967575	7112.688834	0	1.9	8.7	22.8	21.4	17.2	106.4	0	101.4	1.1	33.2	94.2	33.8	0	7.7	42.8	62.2	14.3	75.8	91.4
2651000	492.0094397	7098.842244	0	0	0	37.5	28.5	19.2	105.6	0	93.2	0	60.5	177.1	24.4	0	9.2	50.2	76.3	0	93.7	40.4
2651003	473.0688143	7081.096754	0	1.1	47.5	15.5	39.1	0	122.5	0	161.4	10.2	91	126.6	55.3	0.9	8.6	49.8	83.2	8.8	60.8	154.8
2651004	478.0146657	7105.470899	2.35	0.6	9.5	46.6	38.1	0.1	155.9	0	117.7	5.6	116.5	133.1	54.4	0	7.1	59	87.2	6.7	77.9	114.8
2651005	485.9926785	7120.986334	0	5	0	49.8	68.5	6.5	95.2	0	114.2	9.1	101.4	179.6	62.8	0	12.3	67.8	75.8	6.5	75.2	166
2651013	470.0250765	7103.239951	0	7.6	18.9	45.3	71	0	77.7	0	120.1	4	89.5	112.1	44.9	0	12.1	52.5	90.5	2	65	94.1
2651016	479.992922	7118.763623	0	8.3	7.1	42.9	43.3	0	161.9	0	157.1	5.6	106.8	132.8	55.8	0	10.8	71.5	82.1	2.7	68.2	172.1
2651020	460.019708	7107.64293	0	0	8.7	46.6	39.6	0	111.6	0	133.6	6	106.5	147.3	46.3	0	13	62.5	79.6	2.6	74.4	153.5
2651023	443.0132301	7110.902012	0	3.7	16.4	46.9	54.7	0	116.6	0	188.8	6.8	107.7	177.3	54.5	0	9.6	58.4	102.8	4.6	72	185.1
2651026	457.1427478	7071.085716	0	14.1	18.9	21.2	35.3	0	113.2	0	152.6	15.3	94.2	151.2	47.7	0	7.1	47.1	97.2	8.1	85.5	108.8
2651029	443.1644352	7076.56912	0	0	39.9	11.8	45.4	0	98.1	0	115.5	8.3	105.6	141.5	0	0	0	55.5	99.9	4.5	129.2	115.5
2651035	413.2049527	7083.047245	0	13.2	24.2	16.3	60.7	22.4	148.7	0	184.1	18.3	110.8	109.1	86.5	0	10	58.9	94	16.6	93.5	135.7
2651043	402.322999	7070.784932	0	18.6	28.4	36.6	59.6	5.2	206.2	0	166	3.8	88.8	158.4	52	0	10.8	46	103.6	20	110.4	159.6
2651051	408.9809982	7116.246399	0	14	37.9	53.3	49	0	112.8	0	154.4	5.5	109.2	131.6	52.3	0	11	65.5	88	13.2	104.7	235.7
2652007	336.9012346	7119.975555	8	3.1	28.6	24.7	68.4	0	150.5	0	133.2	13.1	142.6	184.5	10.2	0	10.2	52.7	43.8	18.9	82.8	118.3
2652009	319.9181985	7117.536441	7.4	8.7	19.8	6.1	78.8	2.6	124.8	0	152.5	0	133.3	205.2	42.4	0	9.7	52.9	30.7	25.5	70.5	102.3
2652010	400.3294692	7070.769572	0	22.7	45.4	13.3	49.7	3.5	168	0	170.3	17.3	68.4	155.2	49.5	0	6.3	48.5	62.2	2.7	97.1	133
2652011	343.3346133	7084.602068	6	10.2	64.1	3.8	67.3	2.7	142.9	9.8	161.4	26.3	98.4	155.9	53.7	0	10.9	86.5	73.3	36.3	92.8	103.5
2652013	332.1835114	7097.757103	7.4	11	52.4	11.7	71.2	3.2	128.4	0	153.3	22	110.3	150.3	47.4	0	10	63.6	81	0	52.5	103.5
2652015	370.2021813	7092.65529	6	12	50.8	2	53	5	155	0	134	14	91	117.5	62	0	10.5	67	62.3	15	90.3	150.1
2652022	357.0254915	7110.241206	6.5	16.1	33.2	30.5	68.2	8.7	165.2	0	186.5	15.4	147	161.8	57.2	0	9.3	78.2	81.2	3.5	93.4	129.7
2652023	400.2434157	7081.845628	0	10.3	34.8	40.9	62.8	3.7	158.4	0	155.1	15.6	85	125.6	68.1	0	9	51.4	84.3	16.3	81.8	116.4
2652025	357.1108127	7102.487495	6	10.7	34.7	9.4	72.2	1.5	103.6	0	150.5	22.3	99.6	136.5	43.6	0	10	81.2	89.3	34.1	69.1	99
2652027	382.0334911	7109.384315	6.5	20.4	29.2	75.9	74.8	1	120.5	0	188.6	10	110.5	115.4	57.4	0	9.5	90.2	82.3	9.2	109.8	148.5
2652032	347.974108	7114.569954	8	8.7	48.9	22.1	65.4	6	159.5	0	175.6	14.7	122.7	136.5	58.9	0	9.5	61.8	41	16.5	98.3	128.6
2652033	340.1760794	7097.858244	7.4	13	30.6	35.1	68.1	19.4	123.6	0	149.4	25.5	94.8	138.4	37.2	0	10.1	69.6	62.3	15.7	54.4	81.7
2652035	332.0258589	7109.942425	7.4	14	22	9.8	70.2	0.8	141.8	0.2	146.2	2.8	105.2	155	48.3	0	10	60.2	44.3	15.1	83.6	102.6
2653009	256.8485717	7117.621936	5	25.6	40.5	31.1	131	0	142.9	0	177.6	23	146.7	172.3	28.4	0	10.1	50.1	65.7	17.2	78.9	92.8
2653012	292.9519163	7113.811879	5.4	11.7	24.2	21	85.6	4.2	153.1	0	141.2	4.3	101.2	176.4	46.5	0	9.2	69.6	69.7	35.4	29.2	106
2653014	235.0059434	7108.327604	5	27	52.6	7.6	88	8.1	157.1	0	167.8	23.3	158.8	221.9	36.5	0	8.4	49.5	42.2	42.3	55.4	79.2
2653016	263.8955303	7115.534539	4.5	23	17.5	38.3	77.2	1	120.8	0	154	14.1	88.4	261.5	40.1	0	9.2	52.3	67.6	26.4	42.6	97.4
2653017	253.9920404	7109.80909	4.5	42.4	53	6.4	75.5	27.5	144.2	0	183.9	5.2	148.5	232.1	34.3	0	7.1	51.9	63.6	24.3	41.1	59.9
2653019	280.2264984	7096.979255	4.8	15.4	27.3	12	77	2	176.5	0	164.2	23	130.5	234.7	37	0	6.7	58.4	71.5	30.7	58.1	118
2653020	262.1372396	7102.201611	4.5	25.6	33.6	4.3	77.2	2	153.4	0.8	111	15.7	158	257.4	24	0	9.2	56.9	55.2	26	56.6	88
2653021	252.2240027	7097.581998	4.5	18.2	35.8	10.9	88.3	10.9	198.8	0	219.5	23.5	199.6	276.6	28.2	0	10.4	42	75.4	51.3	64.5	98.2
2653022	298.1954746	7098.380035	4.5	19.7	49	3.6	83.8	9	138.8	0	131.1	28.3	111.8	252.7	25.4	0	9.7	68.3	90.7	42.8	71.1	81
2653023	287.1666919	7100.419949	4.8	9.3	39.8	0	77	0	146.7	0	172.1	31.6	136.9	226	43.1	0	6.2	69	75.1	48.8	63.2	94.2
2653024	298.0747737	7106.135254	4.5	13	0	40.5	66	0	114.2	0	147.8	0	125	186.2	22	0	10	83.7	50.4	15.2	50.6	84.8
ECMWF1	320.9700138	7427.725381	5.5	11	34	29	61	6	80	1	26	12	105	36	8	0	2	36	167	2	93	132
ECMWF2	321.305607	7400.040227	4.5	24	35	39	56	7	70	1	28	10	102	59	18	0	2	47	139	0	96	146
ECMWF3	321.6445947	7372.354267	4.25	45	31	43	52	6	53	0	27	12	121	58	28	0	1	46	138	0	119	132
ECMWF4	194.1851614	7370.225017	0	25	40	18	45	7	56	1	37	15	106	83	12	0	2	54	182	1	75	124
ECMWF5	321.9869707	7344.667496	4.25	26	32	46	54	4	53	0	33	18	131	59	30	0	2	39	155	1	110	138
ECMWF6	448.7587817	7456.392874	6.6	9	13	8	96	7	60	3	19	34	62	30	3	0	1	22	198	3	64	138
ECMWF7	448.853638	7428.716775	6.448	9	17	9	64	7	81	0	21	28	80	26	4	0	1	29	186	1	96	127
ECMWF8	219.1504594	7398.439692	0	35	25	31	50	5	72	1	34	12	113	50	20	0	2	48	144	1	80	118
ECMWF9	448.9494657	7401.039802	5.3	11	19	11	78	5	75	0	22	24	89	38	8	0	1	37	182	3	77	149
ECMWF10	219.6836512	7370.74076	0	34	40	33	58	5	62	0	34	15	156	85	18	0	2	67	217	2	79	146
ECMWF11	220.2221701	7343.041139	4	35	55	32	62	3	61	0	41	22	158	140	11	0	2	67	220	4	91	137
ECMWF12	346.2654259	7455.693814	4	17	28	49	63	3	68	1	20	14	71	31	4	0	1	30	182	1	81	132
ECMWF13	346.550114	7428.011843	5.4	16	41	34	62	6	83	1	24	16	97	30	10	0	1	34	159	2	109	154
ECMWF14	346.8377167	7400.329053	4.6	24	37	53	61	8	63	0	25	10	107	42	19	0	2	46	136	2	102	166
ECMWF15	347.1282287	7372.645435	4	33	38	36	56	12	58	0	24	12	119	58	24	0	1	41	141	1	134	166
ECMWF16	347.4216447	7344.960983	4.8	24	34	41	52	7	62	0	26	15	133	82	29	0	2	40	162	1	135	181
ECMWF17	243.7393066	7454.294814	6.1	9	13	21	46	4	81	1	38	10	90	36	10	0	0	26	162	1	72	127
ECMWF18	244.2141839	7426.601098	4	21	17	22	42	5	70	0	23	8	92	50	16	0	0	34	134	2	87	106
ECMWF19	244.6939209	7398.906669	0	22	21	38	47	4	72	0	25	12	142	68	22	0	1	54	142	1	90	139
ECMWF20	245.178509	7371.211521	3.7	16	38	41	56	3	57	0	30	14	146	78	23	0	1	65	218	2	72	142
ECMWF21	245.6679391	7343.515648	4	22	43	47	58	3	58	0	42	19	161	102	18	0	2	60	221	3	76	135
ECMWF22	474.4269878	7428.782847	6.72	9	15	9	57	5	77	1	21	33	78	13	4	0	1	29	199	4	63	109
ECMWF23	371.8909829	7455.934149	5.95	22	30	31	69	3	68	1	23	22	62	27	4	0	0	27	162	1	75	127
ECMWF24	372.1281889	7428.254197	5	23	34	30	75	6	84	1	21	19	89	32	8	0	1	36	167	1	109	152
ECMWF25	372.3678235	7400.573406	5.65	23	34	28	72	8	71	0	24	14	90	43	15	0	1	37	141	1	114	182
ECMWF26	372.6098823	7372.891769	4.68	30	36	30	61	11	53	1	25	14	111	46	28	0	1	37	148	2	128	178
ECMWF27	372.854361	7345.20928	4.8	27	28	43	53	6	48	0	27	15	130	72	33	0	1	42	150	0	128	182
ECMWF28	269.8023866	7427.020036	3.9	11	21	27	50	6	77	0	30	8	84	46	22	0	1	35	151	3	91	115
ECMWF29	270.2340432	7399.329062	0	19	22	35	50	5	73	1	24	11	117	64	26	0	1	50	140	2	107	133
ECMWF30	270.6700652	7371.637338	0	19	36	52	58	4	56	1	30	14	142	68	29	0	1	60	194	2	78	142
ECMWF31	271.1104445	7343.944856	6	11	41	41	53	3	50	0	41	18	156	82	22	0	1	52	208	1	82	139
ECMWF32	397.5148336	7456.130761	6.45	17	19	15	75	6	72	2	19	26	55	23	2	0	0	22	158	1	73	108
ECMWF33	397.7045761	7428.45246	5.45	16	29	20	81	7	78	2	23	18	81	26	7	0	1	37	152	3	112	144
ECMWF34	295.3875506	7427.394787	4.5	12	22	31	56	5	81	0	29	10	92	44	16	0	1	35	182	2	110	137
ECMWF35	295.7711606	7399.706905	4.5	25	35	39	53	5	73	0	28	11	120	61	25	0	1	45	143	1	107	138
ECMWF36	296.1586503	7372.018243	5	34	38	43	49	3	58	0	34	13	124	57	29	0	1	47	149	1	97	136
ECMWF37	296.5500128	7344.328795	4.5	27	31	45	51	3	48	0	41	17	131	57	26	0	1	47	161	1	102	139
ECMWF38	423.1373195	7456.283666	4.68	12	20	13	93	5	55	2	18	31	68	27	2	0	1	21	168	2	90	120
ECMWF39	423.2796133	7428.606649	6	11	24	19	87	8	89	1	23	21	85	29	5	0	0	30	174	1	116	146
